genre_principal,genre_id,id,titre,titre_original,annee,date_sortie,note,nombre_votes,popularite,langue_originale,synopsis,adulte
Musique,10402,1548113,The Muppet Show,The Muppet Show,2026,2026-02-03,7.113,62,25.1667,en,"C'est le Muppet Show ! Kermit, Miss Piggy et la troupe adorée des Muppets sont de retour pour un événement spécial inédit. Musique, comédie et une bonne dose de chaos sont au rendez-vous quand ils remontent sur la scène du théâtre original des Muppets avec leur invitée très spéciale, Sabrina Carpenter",False
Musique,10402,354912,Coco,Coco,2017,2017-10-27,8.198,20654,21.1807,en,"Depuis déjà plusieurs générations, la musique est bannie dans la famille de Miguel. Un vrai déchirement pour le jeune garçon dont le rêve ultime est de devenir un musicien aussi accompli que son idole, Ernesto de la Cruz. Bien décidé à prouver son talent, Miguel, par un étrange concours de circonstances, se retrouve propulsé dans un monde étonnant et coloré lié aux célébrations des ancêtres. Là, il se lie d’amitié avec Hector, un gentil garçon mais un peu filou sur les bords. Ensemble, ils vont accomplir un voyage extraordinaire qui leur révèlera la véritable histoire qui se cache derrière celle de la famille de Miguel…",False
Musique,10402,1570282,C'est vraiment moi,This is I,2026,2026-02-10,8.0,5,19.6742,ja,"Victime d'intimidation parce qu'il voulait devenir une idole, Kenji trouve sa place dans un cabaret et l'aide d'un médecin pionnier, et fait son apparition sur scène sous sa véritable identité, Ai Haruna.",False
Musique,10402,1575337,"Kaguya, princesse cosmique",超かぐや姫！,2026,2026-01-22,8.302,48,19.8509,ja,"La vie d'Iroha bascule lorsque Kaguya, une chanteuse insouciante qui a fui la Lune, emménage chez elle et la convainc de se produire ensemble dans un monde virtuel.",False
Musique,10402,244786,Whiplash,Whiplash,2014,2014-10-10,8.374,16300,17.3406,en,"Andrew, 19 ans, rêve de devenir l’un des meilleurs batteurs de jazz de sa génération. Mais la concurrence est rude au conservatoire de Manhattan où il s’entraîne avec acharnement. Il a pour objectif d’intégrer le fleuron des orchestres dirigé par Terence Fletcher, professeur féroce et intraitable. Lorsque celui-ci le repère enfin, Andrew se lance, sous sa direction, dans la quête de l’excellence…",False
Musique,10402,508442,Soul,Soul,2020,2020-12-25,8.097,11176,12.6301,en,"Passionné de jazz et professeur de musique dans un collège, Joe Gardner a enfin l’opportunité de réaliser son rêve : jouer dans le meilleur club de jazz de New York. Mais un malencontreux faux pas le précipite dans le « Grand Avant » – un endroit fantastique où les nouvelles âmes acquièrent leur personnalité, leur caractère et leur spécificité avant d’être envoyées sur Terre. Bien décidé à retrouver sa vie, Joe fait équipe avec 22, une âme espiègle et pleine d’esprit, qui n’a jamais saisi l’intérêt de vivre une vie humaine. En essayant désespérément de montrer à 22 à quel point l’existence est formidable, Joe pourrait bien découvrir les réponses aux questions les plus importantes sur le sens de la vie.",False
Musique,10402,1371185,Sur un air de blues,Song Sung Blue,2025,2025-12-25,7.526,135,13.0033,en,"Milwaukee, Ohio, 1989. Mike, imitateur d'Elvis, fait la connaissance de Claire, une chanteuse de clubs abonnée au répertoire de Patsy Cline. Le coup de foudre réciproque amène cet alcoolique sobre et cette mère célibataire à former un groupe dédié au répertoire de Neil Diamond baptisé Lightning & Thunder. De kermesses locales en festivals, le duo est remarqué par Eddie Vedder, le leader du groupe Pearl Jam, qui l'invite à assurer la première partie de son spectacle à Milwaukee. Le triomphe qui s'ensuit est assombri par un terrible accident, qui coûte à Claire une de ses jambes, et plonge ces amoureux fous dans leur première crise de couple, sous l'oeil impuissant de leurs enfants respectifs.",False
Musique,10402,776503,CODA,CODA,2021,2021-08-13,7.897,2491,10.3355,en,"Fille de parents sourds, Ruby est la seule personne entendante de la maison. Quand elle se découvre une passion pour le chant, elle doit choisir entre ses rêves et sa famille.",False
Musique,10402,1151272,Sirāt,Sirāt,2025,2025-06-06,6.799,442,12.5344,es,"Un père et son fils parviennent à une rave perdue au cœur des montagnes du sud du Maroc. Ils cherchent Mar — fille et sœur — disparue depuis plusieurs mois lors de l’une de ces fêtes sans fin. Plongés dans la musique électronique et une liberté brute qui leur est étrangère, ils distribuent inlassablement sa photo. L’espoir s’amenuise, mais ils s’obstinent et suivent un groupe de ravers vers une dernière fête dans le désert. À mesure qu’ils s’enfoncent dans l’immensité brûlante, le voyage les confronte à leurs propres limites.",False
Musique,10402,1600421,스트레이 키즈 : 더 도미네이트 익스피리언스,스트레이 키즈 : 더 도미네이트 익스피리언스,2026,2026-02-04,8.1,5,11.2272,ko,"Mettant en vedette la sensation mondiale de la K-Pop Stray Kids et une performance live de leur tournée mondiale record, ainsi que des images exclusives des coulisses et des interviews intimes avec le groupe, Stray Kids: The dominATE Experience est un film de concert épique qui offre aux fans à la fois une place spectaculaire au premier rang et un accès unique à leur groupe préféré.",False
Musique,10402,424694,Bohemian Rhapsody,Bohemian Rhapsody,2018,2018-10-24,7.961,17544,12.5541,en,"Le parcours de Queen et son leader Freddie Mercury, de la formation du groupe à son apparition au concert Live Aid en 1985.",False
Musique,10402,1442908,Les Chanteurs,The Singers,2025,2025-03-08,6.909,11,10.2591,en,"Dans ce court-métrage nommé aux Oscars, une compétition de chant improvisée dans un bar de quartier transforme une nuit de solitude en un moment d'harmonie et de partage.",False
Musique,10402,438695,Tous en scène 2,Sing 2,2021,2021-12-01,7.836,4698,8.5862,en,"Dans le nouveau théâtre Moon, la troupe interprète sa version musicale d'Alice au pays des merveilles. Buster Moon tient à avoir l'avis de Suki Lane. Elle est celle qui décide quels talents peuvent auditionner devant Jimmy Crystal, grand producteur de spectacles à Redshore City. Pour elle, le niveau n'est pas suffisant et l'insistance de Buster Moon n'y fait rien.Remotivé par Nana Noodleman, le koala rassemble ses artistes et part infiltrer les auditions.",False
Musique,10402,661539,Un parfait inconnu,A Complete Unknown,2024,2024-12-25,7.1,1353,7.6362,en,"New York, début des années 60. Au cœur de l’effervescente scène musicale et culturelle de l’époque, Bob Dylan,  énigmatique jeune homme de 19 ans, arrive dans le West Village depuis son Minnesota natal, avec sa guitare et un talent hors normes qui changeront à jamais le cours de la musique américaine. Alors qu’il noue d’intimes relations durant son ascension vers la gloire, il finit par se sentir étouffé par le mouvement folk et, refusant d’être mis dans une case, fait un choix controversé qui aura des répercussions à l’échelle mondiale…",False
Musique,10402,446893,Les Trolls 2 : Tournée mondiale,Trolls World Tour,2020,2020-03-11,7.246,2242,5.8219,en,"Dans une aventure qui les mènera bien au-delà de ce qu’ils ont connu auparavant, Poppy et Branch découvrent qu’il existe en fait six différentes tribus de Troll réparties sur plus de six territoires différents et dévouées à six différents genres de musique : Funk, Country, Techno, Classique, Pop et Rock. Leur but est de s’agrandir et de se faire entendre.",False
Musique,10402,332562,A Star is Born,A Star Is Born,2018,2018-10-03,7.495,12094,7.6532,en,"Star de country un peu oubliée, Jackson Maine découvre Ally, une jeune chanteuse très prometteuse. Tandis qu’ils tombent follement amoureux l’un de l’autre, Jack propulse Ally sur le devant de la scène et fait d’elle une artiste adulée par le public. Bientôt éclipsé par le succès de la jeune femme, il vit de plus en plus mal son propre déclin…",False
Musique,10402,88,Dirty Dancing,Dirty Dancing,1987,1987-08-21,7.327,6413,7.7845,en,"En 1963. Bébé – de son vrai prénom Frédérique – fille d’une riche famille, passe ses vacances avec ses parents et sa sœur à la pension de la famille Kellerman dans l’État de l’Oregon. Elle va être confrontée à un monde qui lui est complètement étranger, celui de la danse, et vivre une histoire d’amour avec Johnny, l’un des professeurs de danse de l’établissement, issu d’un milieu social très différent. Film à petit budget d’Émile Ardolino, il deviendra l’un des plus grand succès des années 80.",False
Musique,10402,570480,Pauvre Toutou !,Trouble,2019,2019-08-08,6.575,240,7.2736,en,"Tout commence avec Terreur qui vit somptueusement dans un manoir, bien loin de son mode de vie de chien des rues. Après le décès de sa riche compagne, Mme Sarah Vanderwhoozie, sa nièce avide et son neveu se précipitent pour mettre la main sur les biens de Mme Vanderwhoozie. Le piège ? S'ils veulent ses richesses, ils doivent aussi s'occuper de son chien de diva.",False
Musique,10402,335797,Tous en scène,Sing,2016,2016-11-23,7.121,8326,8.4052,en,"Buster Moon est un élégant koala qui dirige un grand théâtre, jadis illustre, mais aujourd’hui tombé en désuétude. C’est un éternel optimiste, un peu bougon, qui aime son précieux théâtre au‐delà de tout et serait prêt à tout pour le sauver. C’est alors qu’il trouve une chance en or pour redorer son blason tout en évitant la destruction de ses rêves et de toutes ses ambitions : une compétition de chant. Cinq candidats sont retenus pour ce défi : une souris aussi séduisante que malhonnête, une jeune éléphante timide dévorée par le trac, une truie mère de famille débordée par ses 25 marcassins, un jeune gorille délinquant qui ne cherche qu’à échapper à sa famille, et une porc‐épic punk qui peine à se débarrasser de son petit ami à l’ego surdimensionné pour faire une carrière solo. Tout ce petit monde va venir chercher sur la scène de Buster l’opportunité qui pourra changer leur vie à jamais.",False
Musique,10402,114150,The Hit Girls,Pitch Perfect,2012,2012-09-28,7.274,6793,8.5372,en,"Beca est le genre de fille qui préfère écouter son lecteur MP3 que la personne assise en face d’elle. Fraîchement arrivée à la fac, elle a du mal à y trouver sa place. Elle intègre alors, plus ou moins contre son gré, une clique de filles qu’elle n’aurait jamais considérées abordables ou fréquentables : un mélange de pestes, de bonnes pâtes et d’originales dont le seul point commun est la perfection avec laquelle elles chantent a cappella. Et quand la nouvelle venue les initie, au‐delà des arrangements traditionnels et des harmonies classiques, à des interprétations et des combinaisons musicales novatrices, toutes se rallient à son ambition d’accéder au sommet du podium dans cet univers impitoyable qu’est celui du chant a cappella à l’université, ce qui pourrait bien s’avérer la chose la plus cool qu’elles aient jamais faite, ou la plus folle.",False
Musique,10402,1374686,Light of the World,Light of the World,2025,2025-09-04,8.468,31,7.7991,en,,False
Musique,10402,901362,Les Trolls 3,Trolls Band Together,2023,2023-10-12,7.244,960,5.408,en,"Poppy découvre que Branche et ses quatre frères faisaient autrefois partie de son boys band préféré. Lorsque l'un de ses frères, Floyd, est kidnappé par une paire de méchants infâmes, Branche et Poppy se lancent dans un voyage déchirant et émouvant pour réunir les autres frères et sauver Floyd d'un destin encore pire que l'obscurité de la culture pop.",False
Musique,10402,136799,Les Trolls,Trolls,2016,2016-10-13,6.629,3766,5.9493,en,"Connus pour leurs cheveux fluos et magiques, les Trolls sont des créatures délirantes et joyeuses et surtout les rois de la pop. Mais leur monde d’arcs‐en‐ciel et de cupcakes est changé à jamais lorsque leur leader Poppy doit se lancer dans une mission de sauvetage qui l’entraînera loin de ce paradis.",False
Musique,10402,10028,Honey,Honey,2003,2003-12-05,6.344,1221,7.0596,en,"Honey Daniels a longtemps attendu de révéler au monde ses talents de danseuse, et maintenant son désir le plus cher est sur le point de se réaliser. Durant des années, son ambition et sa détermination ont donné à la jeune danseuse / chorégraphe la force de persévérer dans un monde où seuls quelques-uns peuvent prétendre à la gloire...",False
Musique,10402,10437,Noël chez les Muppets,The Muppet Christmas Carol,1992,1992-12-11,7.443,1139,7.4001,en,"Au cours de la nuit précédant Noël, un vieillard égoïste et avare nommé « Ebenezer Scrooge » reçoit la visite du fantôme de son défunt associé Jacob Marley venu lui dire que son comportement actuel ne peut le rendre heureux car s'il continuait il supporterait de lourdes chaines pour l'éternité et peut être même plus. Plus tard, durant les trois nuits suivantes, Scrooge reçoit la visite successive de trois fantômes incarnant les Noëls passé, présent, et futur.",False
Musique,10402,27,9 Songs,9 Songs,2004,2004-07-16,5.538,562,7.842,en,"À Londres, durant l'automne 2003. Lisa, une étudiante américaine, rencontre l'anglais Matt lors d'un concert de Black Rebel Motorcycle Club à la Brixton Academy. C'est le coup de foudre immédiat, le point de départ d'une histoire d'amour sensuelle, charnelle. Une histoire passionnée qui durera un an et se conclura pourtant par une rupture sans appel.",False
Musique,10402,65,8 Mile,8 Mile,2002,2002-11-08,7.141,7674,7.0329,en,"À Detroit, en 1995, Jimmy Smith Jr. a des rêves plein la tête, mais il lui manque encore les mots pour les exprimer. Sa vie d’adolescent se déroule entre banlieue blanche et quartiers noirs, le long de cette ligne de démarcation que l’on nomme 8 Mile Road. En dépit de tous ses efforts, Jimmy n’a jamais franchi cette barrière symbolique et continue d’accumuler les déboires familiaux, professionnels et sentimentaux.Un jour, il participe à un clash – une joute oratoire de rappeurs – où il doit faire face à Papa Doc, le chef de la bande des « Leaders du Monde Libre ». Paralysé par le trac, il reste muet et doit quitter la scène sous les huées de la foule. Cette nouvelle humiliation l’oblige à un salutaire examen de conscience. Quelques jours plus tard, Jimmy se retrouve forcé de tenter un come‐back…",False
Musique,10402,258509,Alvin et les Chipmunks : À fond la caisse,Alvin and the Chipmunks: The Road Chip,2015,2015-12-17,6.03,1735,6.402,en,"Après une série de malentendus, Alvin, Simon et Théodore comprennent que Dave va demander sa petite amie en mariage à Miami et risque de les abandonner. Ils ont trois jours pour le retrouver et empêcher ce mariage. Ils se lancent alors dans un road trip à travers l'Amérique : aventure, musique et grosses bêtises.",False
Musique,10402,15121,La Mélodie du bonheur,The Sound of Music,1965,1965-03-29,7.73,3550,6.2899,en,"En Autriche, Maria est une jeune femme qui se prépare à devenir religieuse dans une abbaye bénédictine située à Salzbourg. Son couvent l'envoie en tant que gouvernante de sept enfants, dans la famille d'un veuf, le capitaine Georg Ritter von Trapp. Au début, les enfants se montrent hostiles et espiègles. Elle tient bon, tout en leur enseignant le chant. Bientôt, elle leur sert d'amie et de confidente.",False
Musique,10402,936075,Michael,Michael,2026,2026-04-22,0.0,0,7.0495,en,"Michael dresse le portrait cinématographique de la vie et de l’héritage de l’un des artistes les plus influents de notre époque.  Le film raconte l’histoire de Michael Jackson au-delà de la musique, depuis la découverte d’un talent hors du commun en tant que leader des Jackson Five, jusqu’à l’artiste visionnaire dont l’ambition créative a alimenté une quête incessante pour devenir le plus grand artiste au monde.  Mettant en lumière sa vie hors scène et ses performances les plus emblématiques de ses débuts en solo, le film offre au public une place au premier rang pour découvrir Michael Jackson comme jamais auparavant.",False
Musique,10402,1262815,The Choral,The Choral,2025,2025-11-07,6.1,15,6.9791,en,"1916. La chorale de Ramsden, dans le Yorkshire, peine à remplacer ses chanteurs partis au combat, alors que la guerre fait rage sur le front de l'Ouest. Les ambitieux dirigeants de la chorale doivent recruter de jeunes hommes de la région et engager un nouveau chef de chœur. Malgré leurs soupçons sur son patriotisme, leur choix se porte le Dr Henry Guthrie (Ralph Fiennes), un homme motivé, intransigeant et fraîchement revenu d'Allemagne. Alors que les papiers de conscription commencent à arriver, toute la communauté découvre que la meilleure réponse au chaos qui ravage leurs vies est de faire de la musique ensemble.",False
Musique,10402,6282,Coyote Girls,Coyote Ugly,2000,2000-07-30,6.267,2236,7.5412,en,"Délaissant sa famille pour partir à New York réaliser son rêve de devenir une chanteuse célèbre, Violet passe d’abord d’échecs en désillusions dans cette ville insensible à sa beauté et sa sincérité. Grâce à un coup du sort, elle décroche un job de barmaid dans un bar aussi original que réputé et torride : le Coyote Girls Café…",False
Musique,10402,1125,Dreamgirls,Dreamgirls,2006,2006-12-25,6.712,1065,6.6613,en,"Dreamgirls est un drame musical américain de 2006 écrit et réalisé par Bill Condon. Le film est l'adaptation de la comédie musicale de Broadway du même nom, qui s'inspirait elle-même de la vie et du parcours d'un célèbre groupe féminin de la Motown : The Supremes.  L'action de Dreamgirls débute dans la première moitié des turbulentes sixties et suit jusqu'au milieu des années 70 l'ascension d'un trio de chanteuses composé d'Effie, Deena et Lorrell. À l'occasion d'un concours de chant, ces jeunes et prometteuses ""Dreamettes"" sont repérées par l'ambitieux manager Curtis Taylor Jr...",False
Musique,10402,506574,Descendants 3,Descendants 3,2019,2019-08-02,7.669,1596,6.4296,en,"Mal et ses amis se lancent dans leur plus grande aventure afin de rétablir une bonne fois pour toutes la paix dans le royaume d'Auradon, menacé par une force maléfique.",False
Musique,10402,354279,Charming,Charming,2018,2018-03-26,6.388,272,5.51,en,"Les mythes de Cendrillon, Blanche Neige la Belle au Bois Dormant revisités…",False
Musique,10402,11054,Hairspray,Hairspray,1988,1988-02-26,6.806,440,6.499,en,"À Baltimore, en 1962, tous les jeunes gens se précipitent après l'école devant le « Corny Collins Show » à la télé afin de connaître les dernières danses à la mode et être dans le coup. Tracy a la coiffure la plus volumineuse du quartier mais se trouve un peu grosse. Elle parvient cependant à époustoufler tout le monde par sa façon de danser le madison et se retrouve finalement sélectionnée par le jury du show. Même ses parents sont fiers et se sentent appartenir au monde du « show-biz »...",False
Musique,10402,1322752,劇場版プロジェクトセカイ 壊れたセカイと歌えないミク,劇場版プロジェクトセカイ 壊れたセカイと歌えないミク,2025,2025-01-17,7.7,32,6.2212,ja,"Ichika est une lycéenne musicienne qui peut entrer dans un lieu mystérieux appelé « SEKAI », où elle et ses amis expriment leurs émotions les plus intimes à travers la musique aux côtés de Hatsune Miku. Un jour, après avoir donné un concert, Ichika rencontre une nouvelle Miku qu'elle n'a jamais vue auparavant. Malgré tous ses efforts pour chanter, cette nouvelle Miku a du mal à toucher le cœur de ses auditeurs. Elle doit compter sur l'aide des autres pour retrouver le chemin de la chanson.",False
Musique,10402,2005,Sister Act,Sister Act,1992,1992-05-28,6.828,3375,6.503,en,"Une jeune femme, témoin d'un meurtre, intègre un couvent pour se protéger. Elle va alors donner un nouvel élan à l'établissement religieux, invitant notamment les bonnes sœurs à une réorchestration musicale de leurs chants.",False
Musique,10402,1584,Rock Academy,School of Rock,2003,2003-10-03,7.083,6039,6.7288,en,"Un musicien se fait virer de son groupe de rock et trouve, dans la foulée, un emploi de prof de musique dans une école privée stricte. Là, devant un parterre de tubas, de clairons, de pianos et de harpes, il décide de revoir l'approche de la musique de ses élèves. Leur filant des Gibson en V, des claviers, des caisses claires et des charleys, il leur enseigne la musique des amplis. Le gros son des rockers. Et "" leur donne le pouvoir de casser les règles "".",False
Musique,10402,824,Moulin Rouge !,Moulin Rouge!,2001,2001-05-18,7.536,4768,6.7859,en,"À la fin du XIXe siècle, dans le Paris de la Belle Époque, Christian, un jeune poète désargenté, s'installe dans le quartier de Montmartre. Il découvre un univers où se mêlent sexe, drogue et french cancan, mais se rebelle contre ce milieu décadent en menant une vie de bohème. Christian rêve d'écrire une grande pièce, et le peintre Henri de Toulouse-Lautrec est prêt à lui donner sa chance. Celui-ci a besoin d'un spectacle grandiose pour le Moulin Rouge et le poète est embauché pour rédiger le livret de la revue. C'est là qu'il tombe amoureux de la courtisane Satine, la star du prodigieux cabaret…",False
Musique,10402,1445363,EPiC: Elvis Presley in Concert,EPiC: Elvis Presley in Concert,2026,2026-02-18,0.0,0,8.128,en,,False
Musique,10402,277217,Descendants,Descendants,2015,2015-07-31,7.15,2475,6.219,en,"De nos jours, dans le Royaume Enchanté, le bienveillant fils du Roi et de la Reine, la Belle et la Bête, s'installe sur le trône. Sa première proclamation est empreinte de compassion : il décide de libérer Cruella d'Enfer, Jafar, Maléfique et les autres méchants, prisonniers d'une île lointaine depuis bien trop longtemps...",False
Musique,10402,525,Les Blues Brothers,The Blues Brothers,1980,1980-06-16,7.7,4484,5.5416,en,"Dès sa sortie de prison, Jake Blues est emmené par son frère Elwood chez Sœur Mary Stigmata, qui dirige l’orphelinat dans lequel ils ont été élevés. Ils doivent réunir 5 000 dollars pour sauver l’établissement, sinon c’est l’expulsion.",False
Musique,10402,277216,N.W.A : Straight Outta Compton,Straight Outta Compton,2015,2015-08-11,7.78,4118,6.1618,en,"En 1987, cinq jeunes hommes exprimaient leur frustration et leur colère pour dénoncer les conditions de vie de l'endroit le plus dangereux de l’Amérique, avec l'arme la plus puissante qu'ils possédaient : leur musique. Voici la véritable histoire de ces rebelles, armés uniquement de leur parole, de leur démarche assurée et de leur talent brut, qui ont résisté aux autorités qui les opprimaient. Ils ont ainsi formé le groupe de rappeur des N.W.A. en dénonçant la réalité de leur quartier. Leur voix a alors déclenché une révolution sociale qui résonne encore aujourd'hui.",False
Musique,10402,353616,Pitch Perfect 3,Pitch Perfect 3,2017,2017-12-20,6.511,3424,6.393,en,"Après avoir remporté les championnats du monde, les Bellas se retrouvent séparées et réalisent qu’il n’existe pas de perspective de travail qui permette de faire de la musique avec sa bouche. Mais lorsqu’on leur offre la chance de se retrouver une nouvelle fois sur scène pour une tournée à l’étranger, ce groupe de nerds se réunit pour une dernière nouvelle aventure musicale.",False
Musique,10402,776305,Belle,竜とそばかすの姫,2021,2021-07-16,7.644,836,4.5863,ja,"Dans la vie réelle, Suzu est une adolescente complexée, coincée dans sa petite ville de montagne avec son père. Mais dans le monde virtuel de U, Suzu devient Belle, une icône musicale suivie par plus de 5 milliards de followers. Une double vie difficile pour la timide Suzu, qui va prendre une envolée inattendue lorsque Belle rencontre la Bête, une créature aussi fascinante qu’effrayante. S’engage alors un chassé-croisé virtuel entre Belle et la Bête, au terme duquel Suzu va découvrir qui elle est.",False
Musique,10402,28032,Poucelina,Thumbelina,1994,1994-03-30,6.4,532,5.7057,en,"Il était une fois, une jolie jeune fille pas plus haute qu'un pouce : Poucelina. Elle est promise en mariage au Prince Cornelius, qui l'aime passionnément. Mais l'envieuse Mère Crapaud en décide autrement et la kidnappe pour l'offrir au plus disgracieux de ses fils. Aidée par l'hirondelle Jacquimo, Poucelina leur échappe et se lance à la recherche de son Prince Charmant. Mais que d'obstacles à franchir quand votre taille ne dépasse pas quelques centimètres…",False
Musique,10402,502033,Sound of Metal,Sound of Metal,2020,2020-11-20,7.698,2763,5.8487,en,"Ruben et Lou, ensemble à la ville comme à la scène, sillonnent les États-Unis entre deux concerts. Un soir, Ruben est gêné par des acouphènes, et un médecin lui annonce qu'il sera bientôt sourd. Désemparé, et face à ses vieux démons, Ruben va devoir prendre une décision qui changera sa vie à jamais.",False
Musique,10402,5528,Les Choristes,Les Choristes,2004,2004-03-17,7.732,2556,5.6667,fr,"En 1949, Clément Mathieu, professeur de musique sans emploi accepte un poste de surveillant dans un internat de rééducation pour mineurs. Le système répressif appliqué par le directeur, Rachin, bouleverse Mathieu. En initiant ces enfants difficiles à la musique et au chant choral, Mathieu parviendra à transformer leur quotidien.",False
Mystère,9648,1368166,La Femme de ménage,The Housemaid,2025,2025-12-18,7.195,1085,242.6557,en,"En quête d’un nouveau départ, Millie accepte un poste de femme de ménage à demeure chez Nina et Andrew Winchester, un couple aussi riche qu’énigmatique. Ce qui s’annonce comme l’emploi idéal se transforme rapidement en un jeu dangereux, mêlant séduction, secrets et manipulations. Derrière les portes closes du manoir Winchester se cache un monde de faux-semblants et de révélations inattendues... Un tourbillon de suspense et de scandales qui vous tiendra en haleine jusqu’à la dernière seconde.",False
Mystère,9648,1168190,Team Démolition,The Wrecking Crew,2026,2026-01-28,6.844,569,235.2281,en,"Deux demi-frères brouillés, Jonny et James, se réunissent après la mort mystérieuse de leur père. Durant leur quête de la vérité, des secrets enfouis révèlent un complot qui menace de détruire leur famille.",False
Mystère,9648,1084242,Zootopie 2,Zootopia 2,2025,2025-11-26,7.605,1667,227.8124,en,"Judy Hopps et Nick Wilde explorent à nouveau Zootopie, entre mystères, rires et rencontres inattendues. À travers chaque rue et chaque instant, ils découvrent que l’amitié et la curiosité transforment le quotidien en moments magiques.",False
Mystère,9648,1310568,La Reine du crime présente : Meurtre à l'Ambassade,Murder at the Embassy,2025,2025-11-14,5.7,32,115.3572,en,"1934. Miranda Green, détective privée, enquête sur un meurtre perpétré à l'ambassade britannique du Caire, où un document top secret a été volé, mettant en péril à la fois le palais de Buckingham et la paix du monde.",False
Mystère,9648,1528660,Holy Ghost,Holy Ghost,2025,2025-08-11,6.286,7,75.2676,en,"Une jeune fille kidnappée à Augusta affirme que son sauveteur était Jim, un policier décédé. L'inspecteur Wells enquête sur l'affaire tandis qu'une autre enfant disparaît, révélant d'anciens meurtres et soulevant des questions sur une présence fantomatique.",False
Mystère,9648,1194388,Vari,Vari,2024,2024-10-18,0.0,0,59.7007,et,,False
Mystère,9648,425274,Insaisissables 3,Now You See Me: Now You Don't,2025,2025-11-12,6.542,1042,69.5051,en,"Les Cavaliers sont de retour pour le braquage le plus impressionnant jamais imaginé ! Accompagnés d'un groupe de jeunes magiciens qui espèrent suivre leur trace, ils vont devoir repousser les limites de l'illusion pour orchestrer leur tour le plus spectaculaire : dérober le joyau le plus précieux du monde des mains d'une redoutable organisation criminelle…",False
Mystère,9648,1408208,Exit 8,８番出口,2025,2025-08-28,6.341,176,50.7896,ja,"Un homme piégé dans un couloir de métro cherche la sortie numéro 8. Pour la trouver, il faut traquer les anomalies. S’il en voit une, il fait demi-tour. S’il n’en voit aucune, il continue. Mais s’il se trompe, il est renvoyé à son point de départ. Parviendra-t-il à sortir de ce couloir sans fin ?",False
Mystère,9648,680493,Retour à Silent Hill,Return to Silent Hill,2026,2026-01-21,5.2,143,51.9664,en,"Lorsqu’il reçoit une mystérieuse lettre de Mary, son amour perdu, James est attiré vers Silent Hill, une ville autrefois familière, aujourd’hui engloutie par les ténèbres.En partant à sa recherche, James affronte des créatures monstrueuses et découvre une vérité terrifiante qui le poussera aux limites de la folie.",False
Mystère,9648,1116201,Iron Lung,Iron Lung,2026,2026-01-30,7.4,84,36.4423,en,"Dans les couloirs rouillés des stations spatiales en ruine, les derniers restes de l'humanité fabriquent un sous-marin pour explorer les profondeurs saignantes... et souder une âme à l'intérieur pour le piloter. Mais l’espoir dans ce vide est aussi illusoire que la lumière des étoiles. Ce n'est pas une expédition. C'est une exécution.",False
Mystère,9648,1412598,Killer Whale,Killer Whale,2026,2026-01-16,5.88,54,34.8288,en,"L'histoire suit Maddie et Trish, deux meilleures amies qui se retrouvent piégées dans un lagon isolé avec une dangereuse orque nommée Ceto.",False
Mystère,9648,1159559,Scream 7,Scream 7,2026,2026-02-25,0.0,0,32.5353,en,"Lorsqu’un nouveau Ghostface surgit dans la paisible ville où Sidney Prescott a reconstruit sa vie, ses pires cauchemars refont surface. Alors que sa fille devient la prochaine cible, Sidney n’a d’autre choix que de reprendre le combat. Déterminée à protéger les siens, elle doit alors affronter les démons de son passé pour tenter de mettre fin une bonne fois pour toutes au bain de sang.",False
Mystère,9648,12403,Escapade Fatale,A Perfect Getaway,2009,2009-06-08,6.35,1356,27.6128,en,"Lors de leur lune de miel à Hawaï, un couple croise le chemin de 2 dangereux randonneurs...",False
Mystère,9648,1439112,Muzzle: City of Wolves,Muzzle: City of Wolves,2025,2025-11-13,6.76,104,28.5321,en,"L'officier du LAPD Jake Rosser s'efforce de mener une vie paisible avec sa famille et l'officier retraité du K-9, Socks. Cependant, la tranquillité se transforme en chaos lorsqu'un gang les cible lors d'une attaque brutale. Aux côtés de son nouveau partenaire Argos, Jake se lance dans une quête incessante de justice, déterminé à protéger ses proches.",False
Mystère,9648,1456349,Un simple accident,Un simple accident,2025,2025-09-27,7.173,344,20.1405,fr,"Une famille est impliquée dans un petit accident de voiture, mais un inconnu va bouleverser leur journée.",False
Mystère,9648,1247002,The Old Woman with the Knife,파과,2025,2025-04-30,6.391,55,24.5759,ko,Une tueuse vieillissante rencontre un jeune protégé désireux d'apprendre le métier.,False
Mystère,9648,345,Eyes Wide Shut,Eyes Wide Shut,1999,1999-07-16,7.485,6833,22.0684,en,"Conviés à une soirée donnée par leur ami Victor Ziegler, le docteur William « Bill » Harford et son épouse Alice font, chacun de son côté, l'objet de tentatives de séduction plutôt osées. L'un et l'autre résistent à la tentation. Cependant, le lendemain, Alice avoue à son mari qu'elle a naguère songé à le tromper et regrette aujourd'hui de ne pas être passée à l'acte. Très ébranlé par cette révélation, William se rend chez une patiente, une jeune femme vulnérable qui vient de perdre son père. Celle-ci, contre toute attente, lui déclare sa flamme. De plus en plus perturbé, il choisit de s'enfuir. Dans la rue, il se fait accoster par une jeune prostituée, Domino, qui l'entraîne chez elle…",False
